locationabbr,income,sex,ageyears,race_ethnicity,education,questionid,behavior_pct
NH,Less than 15000,,,,,Q044,15.333569979716026
NH,Less than 15000,,,,,Q045,30.464867566216885
NH,Less than 15000,,,,,Q046,25.303612716763006
NH,Less than 15000,,,,,Q047,37.923240517430386
NH,,Female,,,,Q018,31.251915794163512
NH,,Female,,,,Q019,12.563033012379641
NH,,Female,,,,Q043,56.775493487993494
NH,,Female,,,,Q044,23.97612843182876
NH,,Female,,,,Q045,36.25850635264952
NH,,Female,,,,Q046,32.35958756841281
NH,,Female,,,,Q047,22.182972654155495
NH,,Male,,,,Q018,37.094105749783296
NH,,Male,,,,Q019,17.80827565896039
NH,,Male,,,,Q043,58.31553330552078
NH,,Male,,,,Q044,25.874694195008136
NH,,Male,,,,Q045,39.1923402454507
NH,,Male,,,,Q046,36.686378603588466
NH,,Male,,,,Q047,19.652330290929832
NH,,,18-24,,,Q018,38.13820459290188
NH,,,18-24,,,Q019,21.278846153846153
NH,,,18-24,,,Q043,58.30018450184502
NH,,,18-24,,,Q044,32.43333333333334
NH,,,18-24,,,Q045,36.49758139534884
NH,,,18-24,,,Q046,47.605935251798556
NH,,,18-24,,,Q047,12.618267776096822
NH,,,25-34,,,Q018,39.11980676328503
NH,,,25-34,,,Q019,18.818737672583826
NH,,,25-34,,,Q043,54.252991820921224
NH,,,25-34,,,Q044,25.808271658685243
NH,,,25-34,,,Q045,31.460519480519483
NH,,,25-34,,,Q046,37.754814506044184
NH,,,25-34,,,Q047,18.005678922460866
NH,,,35-44,,,Q018,35.95351796407186
NH,,,35-44,,,Q019,12.758588957055215
NH,,,35-44,,,Q043,53.88087925323698
NH,,,35-44,,,Q044,23.678859060402687
NH,,,35-44,,,Q045,30.50650455927052
NH,,,35-44,,,Q046,34.581866197183096
NH,,,35-44,,,Q047,19.393776041666666
NH,,,45-54,,,Q018,35.693032427695
NH,,,45-54,,,Q019,13.947321428571428
NH,,,45-54,,,Q043,57.939293598233995
NH,,,45-54,,,Q044,24.010044642857146
NH,,,45-54,,,Q045,35.46807878112226
NH,,,45-54,,,Q046,32.026108549130896
NH,,,45-54,,,Q047,19.90880792635356
NH,,,55-64,,,Q018,32.71526359370687
NH,,,55-64,,,Q019,14.0593353984793
NH,,,55-64,,,Q043,57.644641264177395
NH,,,55-64,,,Q044,21.997998450413224
NH,,,55-64,,,Q045,39.055370513813585
NH,,,55-64,,,Q046,29.55875623706949
NH,,,55-64,,,Q047,23.022153748074164
NH,,,65+,,,Q018,27.74183673469388
NH,,,65+,,,Q019,13.0352001151742
NH,,,65+,,,Q043,60.10623574686431
NH,,,65+,,,Q044,23.3942428217461
NH,,,65+,,,Q045,46.80573424537913
NH,,,65+,,,Q046,30.662761506276148
NH,,,65+,,,Q047,27.58902513974655
NH,,,,American Indian/Alaska Native,,Q047,39.2
NH,,,,Asian,,Q018,37.49512195121951
NH,,,,Asian,,Q019,11.920000000000002
NH,,,,Asian,,Q043,45.91636363636363
NH,,,,Asian,,Q044,29.987195121951217
NH,,,,Asian,,Q045,24.475462962962965
NH,,,,Asian,,Q046,40.99017094017094
NH,,,,Asian,,Q047,17.395827123695973
NH,,,,Hispanic,,Q018,30.11572327044025
NH,,,,Hispanic,,Q019,14.680392156862744
NH,,,,Hispanic,,Q043,47.14047619047619
NH,,,,Hispanic,,Q044,25.108814589665652
NH,,,,Hispanic,,Q045,32.195136778115504
NH,,,,Hispanic,,Q046,40.26
NH,,,,Hispanic,,Q047,25.726232558139536
NH,,,,Non-Hispanic White,,Q018,33.687077737077736
NH,,,,Non-Hispanic White,,Q019,14.704985764877438
NH,,,,Non-Hispanic White,,Q043,58.25512043463242
NH,,,,Non-Hispanic White,,Q044,24.644676642312483
NH,,,,Non-Hispanic White,,Q045,38.21770796826711
NH,,,,Non-Hispanic White,,Q046,33.79740976645436
NH,,,,Non-Hispanic White,,Q047,20.5169158496193
NH,,,,Other,,Q018,35.88076923076923
NH,,,,Other,,Q019,15.363137254901961
NH,,,,Other,,Q043,59.10191897654584
NH,,,,Other,,Q044,31.958353510895886
NH,,,,Other,,Q045,35.93917274939172
NH,,,,Other,,Q046,46.47826086956522
NH,,,,Other,,Q047,23.36168080185042
NH,,,,,<High school,Q018,42.89720767888307
NH,,,,,<High school,Q019,24.137500000000003
NH,,,,,<High school,Q043,43.66575716234652
NH,,,,,<High school,Q044,15.61004919184821
NH,,,,,<High school,Q045,31.06586206896552
NH,,,,,<High school,Q046,25.48959842001317
NH,,,,,<High school,Q047,39.09572892938496
NH,,,,,College,Q018,27.82516547159404
NH,,,,,College,Q019,10.097247191011235
NH,,,,,College,Q043,66.45168254814419
NH,,,,,College,Q044,30.92226723381271
NH,,,,,College,Q045,42.25471570549659
NH,,,,,College,Q046,40.058738645880304
NH,,,,,College,Q047,11.377177236137209
NH,,,,,High school,Q018,39.32477064220184
NH,,,,,High school,Q019,18.589437729900155
NH,,,,,High school,Q043,51.334498308906426
NH,,,,,High school,Q044,20.74577051444355
NH,,,,,High school,Q045,34.20500687442713
NH,,,,,High school,Q046,30.2319275802255
NH,,,,,High school,Q047,27.91462054094595
NH,,,,,Some college/tech,Q018,34.18470702650134
NH,,,,,Some college/tech,Q019,15.487574850299401
NH,,,,,Some college/tech,Q043,57.00212370894743
NH,,,,,Some college/tech,Q044,24.147655513666358
NH,,,,,Some college/tech,Q045,37.5839825820878
NH,,,,,Some college/tech,Q046,34.127420794288255
NH,,,,,Some college/tech,Q047,20.10164656327781
NH,,,,,,Q018,33.88244517217426
NH,,,,,,Q019,15.173794965861614
NH,,,,,,Q043,57.71734666634305
NH,,,,,,Q044,25.27633836947652
NH,,,,,,Q045,38.21825790682171
NH,,,,,,Q046,34.86448998494848
NH,,,,,,Q047,20.787029296932623
NJ,15000 - 24999,,,,,Q018,35.58520041109969
NJ,15000 - 24999,,,,,Q019,30.75337259100642
NJ,15000 - 24999,,,,,Q043,42.846519472554434
NJ,15000 - 24999,,,,,Q044,16.81059850374065
NJ,15000 - 24999,,,,,Q045,28.141762155466083
NJ,15000 - 24999,,,,,Q046,25.985960737656157
NJ,15000 - 24999,,,,,Q047,37.01375362216411
NJ,25000 - 34999,,,,,Q018,36.70583657587549
NJ,25000 - 34999,,,,,Q019,27.695903614457833
NJ,25000 - 34999,,,,,Q043,44.7326037735849
NJ,25000 - 34999,,,,,Q044,18.61967758444217
NJ,25000 - 34999,,,,,Q045,28.774438775510202
NJ,25000 - 34999,,,,,Q046,29.04852157052835
NJ,25000 - 34999,,,,,Q047,35.00698276832977
NJ,35000 - 49999,,,,,Q018,34.09307936507937
NJ,35000 - 49999,,,,,Q019,22.660153256704984
NJ,35000 - 49999,,,,,Q043,49.189391878764326
NJ,35000 - 49999,,,,,Q044,22.04844793713163
NJ,35000 - 49999,,,,,Q045,32.36979575805184
NJ,35000 - 49999,,,,,Q046,31.949802816901403
NJ,35000 - 49999,,,,,Q047,29.634051418439714
NJ,50000 - 74999,,,,,Q018,34.98386620757501
NJ,50000 - 74999,,,,,Q019,18.453467336683417
NJ,50000 - 74999,,,,,Q043,52.83967968866936
NJ,50000 - 74999,,,,,Q044,23.410887341005452
NJ,50000 - 74999,,,,,Q045,32.76461093345516
NJ,50000 - 74999,,,,,Q046,34.025036200405445
NJ,50000 - 74999,,,,,Q047,23.733652072945837
NJ,75000 or greater,,,,,Q018,32.06209624258405
NJ,75000 or greater,,,,,Q019,12.792188552188554
NJ,75000 or greater,,,,,Q043,57.841557440246724
NJ,75000 or greater,,,,,Q044,27.130541252544603
NJ,75000 or greater,,,,,Q045,34.29484276729559
NJ,75000 or greater,,,,,Q046,38.58482975746268
NJ,75000 or greater,,,,,Q047,16.342324380732684
NJ,Less than 15000,,,,,Q018,41.05580448065174
NJ,Less than 15000,,,,,Q019,33.694580233793836
NJ,Less than 15000,,,,,Q043,40.57964628297363
NJ,Less than 15000,,,,,Q044,15.644876108901807
NJ,Less than 15000,,,,,Q045,24.870741301059
NJ,Less than 15000,,,,,Q046,24.507638279192275
NJ,Less than 15000,,,,,Q047,41.44881101376721
NJ,,Female,,,,Q018,30.777009814157438
NJ,,Female,,,,Q019,17.03538511118273
NJ,,Female,,,,Q043,49.531835072866514
NJ,,Female,,,,Q044,20.00387228037935
NJ,,Female,,,,Q045,30.306078019307805
NJ,,Female,,,,Q046,28.209720108104747
NJ,,Female,,,,Q047,28.07880634593651
NJ,,Male,,,,Q018,38.38049668443635
NJ,,Male,,,,Q019,23.55080906148867
NJ,,Male,,,,Q043,54.55658450704226
NJ,,Male,,,,Q044,26.873798678099327
NJ,,Male,,,,Q045,34.933565652504136
NJ,,Male,,,,Q046,39.82036864406779
NJ,,Male,,,,Q047,22.65687078109932
NJ,,,18-24,,,Q018,36.20813093980993
NJ,,,18-24,,,Q019,27.496149614961496
NJ,,,18-24,,,Q043,59.423243031016895
NJ,,,18-24,,,Q044,35.752545743834524
NJ,,,18-24,,,Q045,36.49044585987261
NJ,,,18-24,,,Q046,51.162967157417896
NJ,,,18-24,,,Q047,15.72955064737243
NJ,,,25-34,,,Q018,38.23372781065089
NJ,,,25-34,,,Q019,21.12686843730698
NJ,,,25-34,,,Q043,47.83196184776509
NJ,,,25-34,,,Q044,23.318398637137992
NJ,,,25-34,,,Q045,27.341939163498104
NJ,,,25-34,,,Q046,36.96876469524326
NJ,,,25-34,,,Q047,22.748842893149003
NJ,,,35-44,,,Q018,35.58575432041103
NJ,,,35-44,,,Q019,18.50433944069431
NJ,,,35-44,,,Q043,49.45120739616392
NJ,,,35-44,,,Q044,23.126281245636083
NJ,,,35-44,,,Q045,27.723837535014002
NJ,,,35-44,,,Q046,33.173673713601914
NJ,,,35-44,,,Q047,24.394781750638494
NJ,,,45-54,,,Q018,33.67426743011114
NJ,,,45-54,,,Q019,19.364231564438317
NJ,,,45-54,,,Q043,51.27078808408887
NJ,,,45-54,,,Q044,22.28754797010705
NJ,,,45-54,,,Q045,31.322674066599397
NJ,,,45-54,,,Q046,31.608927195685673
NJ,,,45-54,,,Q047,24.863304590192495
NJ,,,55-64,,,Q018,34.84657097288676
NJ,,,55-64,,,Q019,19.354098360655737
NJ,,,55-64,,,Q043,53.30496490326998
NJ,,,55-64,,,Q044,20.416290770298403
NJ,,,55-64,,,Q045,34.16236885459117
NJ,,,55-64,,,Q046,28.77068377456553
NJ,,,55-64,,,Q047,26.39004270112988
NJ,,,65+,,,Q018,30.549479166666668
NJ,,,65+,,,Q019,18.491925912605648
NJ,,,65+,,,Q043,52.00577140477183
NJ,,,65+,,,Q044,19.6015354736906
NJ,,,65+,,,Q045,37.934947215143794
NJ,,,65+,,,Q046,28.10472576750604
NJ,,,65+,,,Q047,33.6912617975118
NJ,,,,American Indian/Alaska Native,,Q018,27.5
NJ,,,,American Indian/Alaska Native,,Q019,16.9
NJ,,,,American Indian/Alaska Native,,Q043,35.67454545454545
NJ,,,,American Indian/Alaska Native,,Q044,14.237037037037036
NJ,,,,American Indian/Alaska Native,,Q045,26.183636363636364
NJ,,,,American Indian/Alaska Native,,Q046,38.40091743119266
NJ,,,,American Indian/Alaska Native,,Q047,33.65212464589235
NJ,,,,Asian,,Q018,30.258488228004953
NJ,,,,Asian,,Q019,16.029411764705884
NJ,,,,Asian,,Q043,51.20038186157518
NJ,,,,Asian,,Q044,23.46720038816109
NJ,,,,Asian,,Q045,26.32809756097561
NJ,,,,Asian,,Q046,35.42977858111161
NJ,,,,Asian,,Q047,20.886105188343993
NJ,,,,Hispanic,,Q018,35.32163742690059
NJ,,,,Hispanic,,Q019,34.83178861788618
NJ,,,,Hispanic,,Q043,42.80999214454045
NJ,,,,Hispanic,,Q044,18.325476076172187
NJ,,,,Hispanic,,Q045,26.921530334560586
NJ,,,,Hispanic,,Q046,28.738195806305626
NJ,,,,Hispanic,,Q047,34.37895865237367
NJ,,,,Non-Hispanic Black,,Q018,38.62600619195046
NJ,,,,Non-Hispanic Black,,Q019,24.288965884861412
NJ,,,,Non-Hispanic Black,,Q043,46.47151142954623
NJ,,,,Non-Hispanic Black,,Q044,23.50389023966655
NJ,,,,Non-Hispanic Black,,Q045,29.301035375323554
NJ,,,,Non-Hispanic Black,,Q046,36.133311635476
NJ,,,,Non-Hispanic Black,,Q047,29.49122388491289
NJ,,,,Non-Hispanic White,,Q018,34.250158989733805
NJ,,,,Non-Hispanic White,,Q019,15.706331123354188
NJ,,,,Non-Hispanic White,,Q043,56.06927740058197
NJ,,,,Non-Hispanic White,,Q044,24.764340513828596
NJ,,,,Non-Hispanic White,,Q045,35.84564824945296
NJ,,,,Non-Hispanic White,,Q046,34.49815707843494
NJ,,,,Non-Hispanic White,,Q047,22.27572417171903
NJ,,,,Other,,Q018,34.14478672985783
NJ,,,,Other,,Q019,12.981219512195123
NJ,,,,Other,,Q043,49.53451882845188
NJ,,,,Other,,Q044,24.1906083244397
NJ,,,,Other,,Q045,34.37995735607676
NJ,,,,Other,,Q046,36.61153081510934
NJ,,,,Other,,Q047,26.772116182572617
NJ,,,,,<High school,Q018,35.560509554140125
NJ,,,,,<High school,Q019,40.26454720616571
NJ,,,,,<High school,Q043,38.00885101704233
NJ,,,,,<High school,Q044,13.616906170752324
NJ,,,,,<High school,Q045,25.527831895352072
NJ,,,,,<High school,Q046,22.74305111821086
NJ,,,,,<High school,Q047,43.83583204839283
NJ,,,,,College,Q018,29.044668335419278
NJ,,,,,College,Q019,12.581801778579715
NJ,,,,,College,Q043,59.15481274360279
NJ,,,,,College,Q044,28.35812317721736
NJ,,,,,College,Q045,35.3494205333678
NJ,,,,,College,Q046,39.328194263363756
NJ,,,,,College,Q047,15.358937189203074
NJ,,,,,High school,Q018,38.97443000735474
NJ,,,,,High school,Q019,23.18528292311596
NJ,,,,,High school,Q043,48.36246228567224
NJ,,,,,High school,Q044,19.72218146429106
NJ,,,,,High school,Q045,31.183778739922367
NJ,,,,,High school,Q046,29.74862034809679
NJ,,,,,High school,Q047,31.705888806427676
NJ,,,,,Some college/tech,Q018,36.538444278234856
NJ,,,,,Some college/tech,Q019,19.30624679979519
NJ,,,,,Some college/tech,Q043,52.721356466876976
NJ,,,,,Some college/tech,Q044,24.72824329731893
NJ,,,,,Some college/tech,Q045,33.48857737904518
NJ,,,,,Some college/tech,Q046,35.57021308980213
NJ,,,,,Some college/tech,Q047,23.68541221110728
NJ,,,,,,Q018,34.471763060543175
NJ,,,,,,Q019,19.983179798924475
NJ,,,,,,Q043,52.32564494229464
NJ,,,,,,Q044,23.671600696568927
NJ,,,,,,Q045,33.07270927290727
NJ,,,,,,Q046,34.17285668020962
NJ,,,,,,Q047,25.226258849015487
NM,15000 - 24999,,,,,Q018,37.311651179413865
NM,15000 - 24999,,,,,Q019,26.796207148067104
NM,15000 - 24999,,,,,Q043,50.08318926974665
NM,15000 - 24999,,,,,Q044,19.53647306650617
NM,15000 - 24999,,,,,Q045,31.86532112845138
NM,15000 - 24999,,,,,Q046,29.952122986822836
NM,15000 - 24999,,,,,Q047,29.37121102723991
NM,25000 - 34999,,,,,Q018,38.59073417721518
NM,25000 - 34999,,,,,Q019,24.301191092698083
NM,25000 - 34999,,,,,Q043,51.48414755732802
NM,25000 - 34999,,,,,Q044,22.294735516372793
NM,25000 - 34999,,,,,Q045,33.3306009554941
NM,25000 - 34999,,,,,Q046,32.488
NM,25000 - 34999,,,,,Q047,26.11430974660919
NM,35000 - 49999,,,,,Q018,40.12158508158508
NM,35000 - 49999,,,,,Q019,20.755042412818096
NM,35000 - 49999,,,,,Q043,54.67133235108398
NM,35000 - 49999,,,,,Q044,23.723982188295167
NM,35000 - 49999,,,,,Q045,34.94192381357736
NM,35000 - 49999,,,,,Q046,34.04213576158941
NM,35000 - 49999,,,,,Q047,22.4486196605111
NM,50000 - 74999,,,,,Q018,43.181666666666665
NM,50000 - 74999,,,,,Q019,17.702230314064636
NM,50000 - 74999,,,,,Q043,59.57108865024215
NM,50000 - 74999,,,,,Q044,26.569646261385298
NM,50000 - 74999,,,,,Q045,38.07382165605096
NM,50000 - 74999,,,,,Q046,37.475787075393534
NM,50000 - 74999,,,,,Q047,16.851254447586903
NM,75000 or greater,,,,,Q018,39.34382407985028
NM,75000 or greater,,,,,Q019,14.918150252525255
NM,75000 or greater,,,,,Q043,63.751183552008655
NM,75000 or greater,,,,,Q044,30.982419967444383
NM,75000 or greater,,,,,Q045,39.97325091699497
NM,75000 or greater,,,,,Q046,40.72775113242739
NM,75000 or greater,,,,,Q047,12.576658746115884
NM,Less than 15000,,,,,Q018,45.99076327433629
NM,Less than 15000,,,,,Q019,30.9361301369863
NM,Less than 15000,,,,,Q043,45.64321015138024
NM,Less than 15000,,,,,Q044,17.036230248306996
NM,Less than 15000,,,,,Q045,30.6396273013022
NM,Less than 15000,,,,,Q046,25.49025618567988
NM,Less than 15000,,,,,Q047,34.214097353028656
NM,,Female,,,,Q018,37.46228625712477
NM,,Female,,,,Q019,20.902978814926335
NM,,Female,,,,Q043,53.138257127996596
NM,,Female,,,,Q044,20.9879093560262
NM,,Female,,,,Q045,33.48603295915931
NM,,Female,,,,Q046,29.501062257528172
NM,,Female,,,,Q047,25.473730096264458
NM,,Male,,,,Q018,43.705461538461535
NM,,Male,,,,Q019,23.322060748887143
NM,,Male,,,,Q043,56.465769230769226
NM,,Male,,,,Q044,27.03270256540513
NM,,Male,,,,Q045,37.431311912623826
NM,,Male,,,,Q046,38.73063958513397
NM,,Male,,,,Q047,21.11938977430741
NM,,,18-24,,,Q018,46.51096446700508
NM,,,18-24,,,Q019,24.47528438469493
NM,,,18-24,,,Q043,54.60827300930713
NM,,,18-24,,,Q044,32.54005249343832
NM,,,18-24,,,Q045,34.16872062663185
NM,,,18-24,,,Q046,48.748662551440326
NM,,,18-24,,,Q047,18.24619267984855
NM,,,25-34,,,Q018,43.208412256267415
NM,,,25-34,,,Q019,21.939885714285715
NM,,,25-34,,,Q043,54.88198757763975
NM,,,25-34,,,Q044,26.78681917211329
NM,,,25-34,,,Q045,31.253099510603587
NM,,,25-34,,,Q046,39.42341450361252
NM,,,25-34,,,Q047,18.90600566572238
NM,,,35-44,,,Q018,40.73399629972248
NM,,,35-44,,,Q019,18.93691433980123
NM,,,35-44,,,Q043,54.19859479382631
NM,,,35-44,,,Q044,24.237825278810412
NM,,,35-44,,,Q045,32.10041743970315
NM,,,35-44,,,Q046,33.922489231466784
NM,,,35-44,,,Q047,22.124997600076796
NM,,,45-54,,,Q018,41.52290202563042
NM,,,45-54,,,Q019,22.320142081069786
NM,,,45-54,,,Q043,52.07793914246197
NM,,,45-54,,,Q044,21.43829935528838
NM,,,45-54,,,Q045,32.28538408063956
NM,,,45-54,,,Q046,29.77874894336433
NM,,,45-54,,,Q047,24.006257521058966
NM,,,55-64,,,Q018,40.0504261754193
NM,,,55-64,,,Q019,22.844724321298628
NM,,,55-64,,,Q043,54.169166267369434
NM,,,55-64,,,Q044,20.50272683397683
NM,,,55-64,,,Q045,37.12685162846803
NM,,,55-64,,,Q046,28.56053274398046
NM,,,55-64,,,Q047,24.926013566808646
NM,,,65+,,,Q018,35.22926557272582
NM,,,65+,,,Q019,22.324649951155976
NM,,,65+,,,Q043,57.77609892239709
NM,,,65+,,,Q044,20.944885161088028
NM,,,65+,,,Q045,43.15852834930108
NM,,,65+,,,Q046,28.353815958330188
NM,,,65+,,,Q047,28.98016031408474
NM,,,,American Indian/Alaska Native,,Q018,37.415789473684214
NM,,,,American Indian/Alaska Native,,Q019,18.14135959339263
NM,,,,American Indian/Alaska Native,,Q043,57.610493625367766
NM,,,,American Indian/Alaska Native,,Q044,30.371627906976745
NM,,,,American Indian/Alaska Native,,Q045,39.62843853820598
NM,,,,American Indian/Alaska Native,,Q046,41.41923566878981
NM,,,,American Indian/Alaska Native,,Q047,24.66827142282419
NM,,,,Asian,,Q018,39.5
NM,,,,Asian,,Q019,20.6
NM,,,,Asian,,Q043,63.341284403669725
NM,,,,Asian,,Q044,29.452293577981653
NM,,,,Asian,,Q045,37.137614678899084
NM,,,,Asian,,Q046,41.4
NM,,,,Asian,,Q047,17.273129251700677
NM,,,,Hispanic,,Q018,40.50362676056338
NM,,,,Hispanic,,Q019,27.51304583182966
NM,,,,Hispanic,,Q043,49.918620408163264
NM,,,,Hispanic,,Q044,21.199694845360824
NM,,,,Hispanic,,Q045,30.658331961139467
NM,,,,Hispanic,,Q046,31.848320641282566
NM,,,,Hispanic,,Q047,26.521678660393025
NM,,,,Non-Hispanic Black,,Q018,41.43152173913043
NM,,,,Non-Hispanic Black,,Q019,23.98651685393258
NM,,,,Non-Hispanic Black,,Q043,56.79795396419436
NM,,,,Non-Hispanic Black,,Q044,31.769430051813472
NM,,,,Non-Hispanic Black,,Q045,37.77902813299232
NM,,,,Non-Hispanic Black,,Q046,39.385714285714286
NM,,,,Non-Hispanic Black,,Q047,24.368672199170128
NM,,,,Non-Hispanic White,,Q018,40.77896286231884
NM,,,,Non-Hispanic White,,Q019,17.0244028479559
NM,,,,Non-Hispanic White,,Q043,58.546564107788704
NM,,,,Non-Hispanic White,,Q044,24.629275302812562
NM,,,,Non-Hispanic White,,Q045,39.09651843483619
NM,,,,Non-Hispanic White,,Q046,33.40644228371977
NM,,,,Non-Hispanic White,,Q047,20.070817051901894
NM,,,,Other,,Q018,40.78084112149533
NM,,,,Other,,Q019,16.65774647887324
NM,,,,Other,,Q043,64.71985981308411
NM,,,,Other,,Q044,35.987089201877936
NM,,,,Other,,Q045,40.346713615023475
NM,,,,Other,,Q046,44.76127049180328
NM,,,,Other,,Q047,18.05374032674119
NM,,,,,<High school,Q018,39.899610244988864
NM,,,,,<High school,Q019,36.815555555555555
NM,,,,,<High school,Q043,42.197164824603554
NM,,,,,<High school,Q044,13.373208191126281
NM,,,,,<High school,Q045,26.478630403108305
NM,,,,,<High school,Q046,21.703424818203146
NM,,,,,<High school,Q047,37.65047580067533
NM,,,,,College,Q018,34.36117418099254
NM,,,,,College,Q019,13.690584575077779
NM,,,,,College,Q043,65.58552662628806
NM,,,,,College,Q044,32.10910241202056
NM,,,,,College,Q045,41.85933438985737
NM,,,,,College,Q046,42.06716624394743
NM,,,,,College,Q047,12.432769605390442
NM,,,,,High school,Q018,44.219237588652476
NM,,,,,High school,Q019,25.849227272727273
NM,,,,,High school,Q043,50.25378429992964
NM,,,,,High school,Q044,21.524756097560978
NM,,,,,High school,Q045,32.83881505529065
NM,,,,,High school,Q046,32.20570502749411
NM,,,,,High school,Q047,28.266961487269764
NM,,,,,Some college/tech,Q018,42.265541107382546
NM,,,,,Some college/tech,Q019,19.16515248453828
NM,,,,,Some college/tech,Q043,56.61497136085325
NM,,,,,Some college/tech,Q044,25.0957281165785
NM,,,,,Some college/tech,Q045,37.144699311857984
NM,,,,,Some college/tech,Q046,35.5691480081419
NM,,,,,Some college/tech,Q047,20.129685379918588
NM,,,,,,Q018,40.615800568683206
NM,,,,,,Q019,22.105184331797236
NM,,,,,,Q043,54.74715945694448
NM,,,,,,Q044,24.1093550331525
NM,,,,,,Q045,35.659535914797246
NM,,,,,,Q046,34.23033063035851
NM,,,,,,Q047,23.456821175002723
NV,15000 - 24999,,,,,Q018,40.70462427745665
NV,15000 - 24999,,,,,Q019,30.644323790720634
NV,15000 - 24999,,,,,Q043,45.274804270462624
NV,15000 - 24999,,,,,Q044,18.736893203883493
NV,15000 - 24999,,,,,Q045,30.253857194115536
NV,15000 - 24999,,,,,Q046,28.480388753904894
NV,15000 - 24999,,,,,Q047,32.27709598031173
NV,25000 - 34999,,,,,Q018,44.58757841907152
NV,25000 - 34999,,,,,Q019,30.777411167512692
NV,25000 - 34999,,,,,Q043,48.31279443254818
NV,25000 - 34999,,,,,Q044,18.273318872017352
NV,25000 - 34999,,,,,Q045,29.668715995647442
NV,25000 - 34999,,,,,Q046,27.734739583333337
NV,25000 - 34999,,,,,Q047,29.479537572254337
NV,35000 - 49999,,,,,Q018,41.25715604801477
NV,35000 - 49999,,,,,Q019,23.545581395348833
NV,35000 - 49999,,,,,Q043,52.845346534653466
NV,35000 - 49999,,,,,Q044,23.031871227364185
NV,35000 - 49999,,,,,Q045,33.3
NV,35000 - 49999,,,,,Q046,35.603911696359404
NV,35000 - 49999,,,,,Q047,24.81832647952798
NV,50000 - 74999,,,,,Q018,40.313681592039806
NV,50000 - 74999,,,,,Q019,19.87718855218855
NV,50000 - 74999,,,,,Q043,54.844180522565324
NV,50000 - 74999,,,,,Q044,24.95364850976361
NV,50000 - 74999,,,,,Q045,35.68411118737131
NV,50000 - 74999,,,,,Q046,37.620355731225295
NV,50000 - 74999,,,,,Q047,20.813134099616857
NV,75000 or greater,,,,,Q018,39.87453505007153
NV,75000 or greater,,,,,Q019,15.249321047526673
NV,75000 or greater,,,,,Q043,60.923117855735114
NV,75000 or greater,,,,,Q044,29.792497532082923
NV,75000 or greater,,,,,Q045,38.62761622156281
NV,75000 or greater,,,,,Q046,40.759177033492826
NV,75000 or greater,,,,,Q047,14.630211786372005
NV,Less than 15000,,,,,Q018,35.88664047151278
NV,Less than 15000,,,,,Q019,31.072672064777322
NV,Less than 15000,,,,,Q043,43.54065261726717
NV,Less than 15000,,,,,Q044,13.983471074380166
NV,Less than 15000,,,,,Q045,26.032032854209444
NV,Less than 15000,,,,,Q046,23.289515593895157
NV,Less than 15000,,,,,Q047,35.41218290009396
NV,,Female,,,,Q018,37.47836848902281
NV,,Female,,,,Q019,20.225378040762656
NV,,Female,,,,Q043,50.279395844246544
NV,,Female,,,,Q044,19.623224551162995
NV,,Female,,,,Q045,31.789458337015112
NV,,Female,,,,Q046,28.629830023561087
NV,,Female,,,,Q047,26.72214783493853
NV,,Male,,,,Q018,43.796947341643346
NV,,Male,,,,Q019,26.924024799793337
NV,,Male,,,,Q043,54.68830086701947
NV,,Male,,,,Q044,26.160549313358302
NV,,Male,,,,Q045,35.41072565969063
NV,,Male,,,,Q046,38.28384307792068
NV,,Male,,,,Q047,22.27795950155763
NV,,,18-24,,,Q018,48.76092943201377
NV,,,18-24,,,Q019,28.33166089965398
NV,,,18-24,,,Q043,56.8944976076555
NV,,,18-24,,,Q044,29.127199354317998
NV,,,18-24,,,Q045,33.35228182546036
NV,,,18-24,,,Q046,44.42542635658915
NV,,,18-24,,,Q047,17.777543980682992
NV,,,25-34,,,Q018,41.87209072978304
NV,,,25-34,,,Q019,26.20080808080808
NV,,,25-34,,,Q043,50.217630979498864
NV,,,25-34,,,Q044,26.789954337899545
NV,,,25-34,,,Q045,31.170160919540233
NV,,,25-34,,,Q046,41.20043744531934
NV,,,25-34,,,Q047,20.234996087636937
NV,,,35-44,,,Q018,39.53640639698965
NV,,,35-44,,,Q019,24.048325358851674
NV,,,35-44,,,Q043,51.24762465645858
NV,,,35-44,,,Q044,23.768999604586792
NV,,,35-44,,,Q045,31.324683042789225
NV,,,35-44,,,Q046,36.0785930408472
NV,,,35-44,,,Q047,22.562006183442115
NV,,,45-54,,,Q018,40.72541047693511
NV,,,45-54,,,Q019,20.939285714285713
NV,,,45-54,,,Q043,52.09023714197721
NV,,,45-54,,,Q044,21.414931846344484
NV,,,45-54,,,Q045,32.43162790697674
NV,,,45-54,,,Q046,30.536799999999996
NV,,,45-54,,,Q047,24.884539608701598
NV,,,55-64,,,Q018,42.46009882643607
NV,,,55-64,,,Q019,22.30878504672897
NV,,,55-64,,,Q043,51.751559152582715
NV,,,55-64,,,Q044,17.479419525065964
NV,,,55-64,,,Q045,32.568911416847705
NV,,,55-64,,,Q046,24.614785373608903
NV,,,55-64,,,Q047,27.859943490545533
NV,,,65+,,,Q018,35.82693580410324
NV,,,65+,,,Q019,22.246075778078488
NV,,,65+,,,Q043,53.74045856914815
NV,,,65+,,,Q044,19.831627975750404
NV,,,65+,,,Q045,39.9102163992345
NV,,,65+,,,Q046,27.419929971988797
